,index,path,angle,emotion
2362,AF19,kdef/KDEF/AF19/AF19ANS.JPG,4,1
2372,AF19,kdef/KDEF/AF19/AF19AFS.JPG,4,0
2373,AF19,kdef/KDEF/AF19/AF19SUS.JPG,4,6
2377,AF19,kdef/KDEF/AF19/AF19SAS.JPG,4,5
2380,BF20,kdef/KDEF/BF20/BF20SAS.JPG,4,5
2385,BF20,kdef/KDEF/BF20/BF20HAS.JPG,4,3
2397,BF20,kdef/KDEF/BF20/BF20SUS.JPG,4,6
2403,BF20,kdef/KDEF/BF20/BF20AFS.JPG,4,0
2404,BF20,kdef/KDEF/BF20/BF20DIS.JPG,4,2
2409,BF20,kdef/KDEF/BF20/BF20ANS.JPG,4,1
2416,AF09,kdef/KDEF/AF09/AF09ANS.JPG,4,1
2418,AF09,kdef/KDEF/AF09/AF09HAS.JPG,4,3
2423,AF09,kdef/KDEF/AF09/AF09AFS.JPG,4,0
2425,AF09,kdef/KDEF/AF09/AF09SAS.JPG,4,5
2426,AF09,kdef/KDEF/AF09/AF09DIS.JPG,4,2
2443,AF09,kdef/KDEF/AF09/AF09SUS.JPG,4,6
2452,AF21,kdef/KDEF/AF21/AF21SUS.JPG,4,6
2456,AF21,kdef/KDEF/AF21/AF21DIS.JPG,4,2
2460,AF21,kdef/KDEF/AF21/AF21HAS.JPG,4,3
2462,AF21,kdef/KDEF/AF21/AF21ANS.JPG,4,1
2477,AF21,kdef/KDEF/AF21/AF21AFS.JPG,4,0
2480,AF21,kdef/KDEF/AF21/AF21SAS.JPG,4,5
2494,BM05,kdef/KDEF/BM05/BM05DIS.JPG,4,2
2498,BM05,kdef/KDEF/BM05/BM05HAS.JPG,4,3
2499,BM05,kdef/KDEF/BM05/BM05SAS.JPG,4,5
2502,BM05,kdef/KDEF/BM05/BM05AFS.JPG,4,0
2508,BM05,kdef/KDEF/BM05/BM05SUS.JPG,4,6
2510,BM05,kdef/KDEF/BM05/BM05ANS.JPG,4,1
2522,AM08,kdef/KDEF/AM08/AM08SUS.JPG,4,6
2528,AM08,kdef/KDEF/AM08/AM08AFS.JPG,4,0
2531,AM08,kdef/KDEF/AM08/AM08ANS.JPG,4,1
2538,AM08,kdef/KDEF/AM08/AM08HAS.JPG,4,3
2547,AM08,kdef/KDEF/AM08/AM08SAS.JPG,4,5
2549,AM08,kdef/KDEF/AM08/AM08DIS.JPG,4,2
2555,BF13,kdef/KDEF/BF13/BF13SUS.JPG,4,6
2563,BF13,kdef/KDEF/BF13/BF13ANS.JPG,4,1
2565,BF13,kdef/KDEF/BF13/BF13HAS.JPG,4,3
2568,BF13,kdef/KDEF/BF13/BF13AFS.JPG,4,0
2571,BF13,kdef/KDEF/BF13/BF13SAS.JPG,4,5
2576,BF13,kdef/KDEF/BF13/BF13DIS.JPG,4,2
2589,BM15,kdef/KDEF/BM15/BM15AFS.JPG,4,0
2592,BM15,kdef/KDEF/BM15/BM15SUS.JPG,4,6
2595,BM15,kdef/KDEF/BM15/BM15SAS.JPG,4,5
2601,BM15,kdef/KDEF/BM15/BM15HAS.JPG,4,3
2616,BM15,kdef/KDEF/BM15/BM15ANS.JPG,4,1
2618,BM15,kdef/KDEF/BM15/BM15DIS.JPG,4,2
2626,BF06,kdef/KDEF/BF06/BF06DIS.JPG,4,2
2634,BF06,kdef/KDEF/BF06/BF06ANS.JPG,4,1
2639,BF06,kdef/KDEF/BF06/BF06SAS.JPG,4,5
2641,BF06,kdef/KDEF/BF06/BF06HAS.JPG,4,3
2644,BF06,kdef/KDEF/BF06/BF06AFS.JPG,4,0
2654,BF06,kdef/KDEF/BF06/BF06SUS.JPG,4,6
2661,AM11,kdef/KDEF/AM11/AM11SUS.JPG,4,6
2663,AM11,kdef/KDEF/AM11/AM11AFS.JPG,4,0
2669,AM11,kdef/KDEF/AM11/AM11HAS.JPG,4,3
2685,AM11,kdef/KDEF/AM11/AM11DIS.JPG,4,2
2691,AM11,kdef/KDEF/AM11/AM11ANS.JPG,4,1
2692,AM11,kdef/KDEF/AM11/AM11SAS.JPG,4,5
2695,AM07,kdef/KDEF/AM07/AM07HAS.JPG,4,3
2710,AM07,kdef/KDEF/AM07/AM07SUS.JPG,4,6
2711,AM07,kdef/KDEF/AM07/AM07AFS.JPG,4,0
2712,AM07,kdef/KDEF/AM07/AM07ANS.JPG,4,1
2713,AM07,kdef/KDEF/AM07/AM07DIS.JPG,4,2
2715,AM07,kdef/KDEF/AM07/AM07SAS.JPG,4,5
2729,AF30,kdef/KDEF/AF30/AF30HAS.JPG,4,3
2737,AF30,kdef/KDEF/AF30/AF30DIS.JPG,4,2
2742,AF30,kdef/KDEF/AF30/AF30ANS.JPG,4,1
2756,AF30,kdef/KDEF/AF30/AF30SUS.JPG,4,6
2759,AF30,kdef/KDEF/AF30/AF30AFS.JPG,4,0
2760,AF30,kdef/KDEF/AF30/AF30SAS.JPG,4,5
2764,BF21,kdef/KDEF/BF21/BF21SUS.JPG,4,6
2765,BF21,kdef/KDEF/BF21/BF21DIS.JPG,4,2
2777,BF21,kdef/KDEF/BF21/BF21AFS.JPG,4,0
2781,BF21,kdef/KDEF/BF21/BF21ANS.JPG,4,1
2785,BF21,kdef/KDEF/BF21/BF21HAS.JPG,4,3
2796,BF21,kdef/KDEF/BF21/BF21SAS.JPG,4,5
2798,BF30,kdef/KDEF/BF30/BF30SUS.JPG,4,6
2805,BF30,kdef/KDEF/BF30/BF30DIS.JPG,4,2
2812,BF30,kdef/KDEF/BF30/BF30AFS.JPG,4,0
2817,BF30,kdef/KDEF/BF30/BF30ANS.JPG,4,1
2825,BF30,kdef/KDEF/BF30/BF30HAS.JPG,4,3
2831,BF30,kdef/KDEF/BF30/BF30SAS.JPG,4,5
2835,AM33,kdef/KDEF/AM33/AM33AFS.JPG,4,0
2839,AM33,kdef/KDEF/AM33/AM33ANS.JPG,4,1
2844,AM33,kdef/KDEF/AM33/AM33SUS.JPG,4,6
2850,AM33,kdef/KDEF/AM33/AM33HAS.JPG,4,3
2854,AM33,kdef/KDEF/AM33/AM33SAS.JPG,4,5
2855,AM33,kdef/KDEF/AM33/AM33DIS.JPG,4,2
2874,AM28,kdef/KDEF/AM28/AM28AFS.JPG,4,0
2877,AM28,kdef/KDEF/AM28/AM28SUS.JPG,4,6
2879,AM28,kdef/KDEF/AM28/AM28DIS.JPG,4,2
2892,AM28,kdef/KDEF/AM28/AM28ANS.JPG,4,1
2893,AM28,kdef/KDEF/AM28/AM28HAS.JPG,4,3
2899,AM28,kdef/KDEF/AM28/AM28SAS.JPG,4,5
2906,BF19,kdef/KDEF/BF19/BF19SUS.JPG,4,6
2911,BF19,kdef/KDEF/BF19/BF19DIS.JPG,4,2
2921,BF19,kdef/KDEF/BF19/BF19AFS.JPG,4,0
2930,BF19,kdef/KDEF/BF19/BF19ANS.JPG,4,1
2931,BF19,kdef/KDEF/BF19/BF19HAS.JPG,4,3
2936,BF19,kdef/KDEF/BF19/BF19SAS.JPG,4,5
2938,AM16,kdef/KDEF/AM16/AM16SAS.JPG,4,5
2939,AM16,kdef/KDEF/AM16/AM16HAS.JPG,4,3
2942,AM16,kdef/KDEF/AM16/AM16AFS.JPG,4,0
2946,AM16,kdef/KDEF/AM16/AM16ANS.JPG,4,1
2948,AM16,kdef/KDEF/AM16/AM16SUS.JPG,4,6
2956,AM16,kdef/KDEF/AM16/AM16DIS.JPG,4,2
2973,AM26,kdef/KDEF/AM26/AM26ANS.JPG,4,1
2975,AM26,kdef/KDEF/AM26/AM26SUS.JPG,4,6
2978,AM26,kdef/KDEF/AM26/AM26DIS.JPG,4,2
2982,AM26,kdef/KDEF/AM26/AM26HAS.JPG,4,3
2996,AM26,kdef/KDEF/AM26/AM26SAS.JPG,4,5
3000,AM26,kdef/KDEF/AM26/AM26AFS.JPG,4,0
3012,BM02,kdef/KDEF/BM02/BM02AFS.JPG,4,0
3015,BM02,kdef/KDEF/BM02/BM02ANS.JPG,4,1
3017,BM02,kdef/KDEF/BM02/BM02HAS.JPG,4,3
3026,BM02,kdef/KDEF/BM02/BM02DIS.JPG,4,2
3034,BM02,kdef/KDEF/BM02/BM02SAS.JPG,4,5
3036,BM02,kdef/KDEF/BM02/BM02SUS.JPG,4,6
3044,AM27,kdef/KDEF/AM27/AM27SAS.JPG,4,5
3049,AM27,kdef/KDEF/AM27/AM27HAS.JPG,4,3
3054,AM27,kdef/KDEF/AM27/AM27ANS.JPG,4,1
3056,AM27,kdef/KDEF/AM27/AM27AFS.JPG,4,0
3063,AM27,kdef/KDEF/AM27/AM27SUS.JPG,4,6
3073,AM27,kdef/KDEF/AM27/AM27DIS.JPG,4,2
3086,BM14,kdef/KDEF/BM14/BM14DIS.JPG,4,2
3089,BM14,kdef/KDEF/BM14/BM14SUS.JPG,4,6
3091,BM14,kdef/KDEF/BM14/BM14AFS.JPG,4,0
3094,BM14,kdef/KDEF/BM14/BM14SAS.JPG,4,5
3104,BM14,kdef/KDEF/BM14/BM14HAS.JPG,4,3
3110,BM14,kdef/KDEF/BM14/BM14ANS.JPG,4,1
3121,BF08,kdef/KDEF/BF08/BF08DIS.JPG,4,2
3123,BF08,kdef/KDEF/BF08/BF08SAS.JPG,4,5
3132,BF08,kdef/KDEF/BF08/BF08SUS.JPG,4,6
3136,BF08,kdef/KDEF/BF08/BF08AFS.JPG,4,0
3141,BF08,kdef/KDEF/BF08/BF08ANS.JPG,4,1
3146,BF08,kdef/KDEF/BF08/BF08HAS.JPG,4,3
3150,BF31,kdef/KDEF/BF31/BF31DIS.JPG,4,2
3151,BF31,kdef/KDEF/BF31/BF31HAS.JPG,4,3
3159,BF31,kdef/KDEF/BF31/BF31ANS.JPG,4,1
3164,BF31,kdef/KDEF/BF31/BF31SUS.JPG,4,6
3172,BF31,kdef/KDEF/BF31/BF31SAS.JPG,4,5
3174,BF31,kdef/KDEF/BF31/BF31AFS.JPG,4,0
3183,BF24,kdef/KDEF/BF24/BF24DIS.JPG,4,2
3187,BF24,kdef/KDEF/BF24/BF24AFS.JPG,4,0
3195,BF24,kdef/KDEF/BF24/BF24ANS.JPG,4,1
3199,BF24,kdef/KDEF/BF24/BF24HAS.JPG,4,3
3205,BF24,kdef/KDEF/BF24/BF24SUS.JPG,4,6
3210,BF24,kdef/KDEF/BF24/BF24SAS.JPG,4,5
3224,AM18,kdef/KDEF/AM18/AM18AFS.JPG,4,0
3230,AM18,kdef/KDEF/AM18/AM18ANS.JPG,4,1
3231,AM18,kdef/KDEF/AM18/AM18HAS.JPG,4,3
3234,AM18,kdef/KDEF/AM18/AM18DIS.JPG,4,2
3244,AM18,kdef/KDEF/AM18/AM18SUS.JPG,4,6
3252,AM18,kdef/KDEF/AM18/AM18SAS.JPG,4,5
3253,AM01,kdef/KDEF/AM01/AM01HAS.JPG,4,3
3260,AM01,kdef/KDEF/AM01/AM01DIS.JPG,4,2
3264,AM01,kdef/KDEF/AM01/AM01SUS.JPG,4,6
3267,AM01,kdef/KDEF/AM01/AM01SAS.JPG,4,5
3268,AM01,kdef/KDEF/AM01/AM01AFS.JPG,4,0
3287,AM01,kdef/KDEF/AM01/AM01ANS.JPG,4,1
3289,AM24,kdef/KDEF/AM24/AM24SUS.JPG,4,6
3296,AM24,kdef/KDEF/AM24/AM24HAS.JPG,4,3
3297,AM24,kdef/KDEF/AM24/AM24DIS.JPG,4,2
3300,AM24,kdef/KDEF/AM24/AM24AFS.JPG,4,0
3310,AM24,kdef/KDEF/AM24/AM24SAS.JPG,4,5
3311,AM24,kdef/KDEF/AM24/AM24ANS.JPG,4,1
3330,BF05,kdef/KDEF/BF05/BF05DIS.JPG,4,2
3332,BF05,kdef/KDEF/BF05/BF05ANS.JPG,4,1
3339,BF05,kdef/KDEF/BF05/BF05SAS.JPG,4,5
3341,BF05,kdef/KDEF/BF05/BF05SUS.JPG,4,6
3346,BF05,kdef/KDEF/BF05/BF05HAS.JPG,4,3
3350,BF05,kdef/KDEF/BF05/BF05AFS.JPG,4,0
3360,AM02,kdef/KDEF/AM02/AM02HAS.JPG,4,3
3363,AM02,kdef/KDEF/AM02/AM02ANS.JPG,4,1
3364,AM02,kdef/KDEF/AM02/AM02DIS.JPG,4,2
3367,AM02,kdef/KDEF/AM02/AM02SUS.JPG,4,6
3369,AM02,kdef/KDEF/AM02/AM02SAS.JPG,4,5
3374,AM02,kdef/KDEF/AM02/AM02AFS.JPG,4,0
3403,AM23,kdef/KDEF/AM23/AM23SUS.JPG,4,6
3408,AM23,kdef/KDEF/AM23/AM23ANS.JPG,4,1
3414,AM23,kdef/KDEF/AM23/AM23HAS.JPG,4,3
3421,AM23,kdef/KDEF/AM23/AM23DIS.JPG,4,2
3423,AM23,kdef/KDEF/AM23/AM23AFS.JPG,4,0
3425,AM23,kdef/KDEF/AM23/AM23SAS.JPG,4,5
3431,AF14,kdef/KDEF/AF14/AF14SUS.JPG,4,6
3442,AF14,kdef/KDEF/AF14/AF14HAS.JPG,4,3
3444,AF14,kdef/KDEF/AF14/AF14DIS.JPG,4,2
3447,AF14,kdef/KDEF/AF14/AF14AFS.JPG,4,0
3455,AF14,kdef/KDEF/AF14/AF14ANS.JPG,4,1
3461,AF14,kdef/KDEF/AF14/AF14SAS.JPG,4,5
3466,AF26,kdef/KDEF/AF26/AF26HAS.JPG,4,3
3476,AF26,kdef/KDEF/AF26/AF26ANS.JPG,4,1
3477,AF26,kdef/KDEF/AF26/AF26SAS.JPG,4,5
3478,AF26,kdef/KDEF/AF26/AF26AFS.JPG,4,0
3482,AF26,kdef/KDEF/AF26/AF26SUS.JPG,4,6
3484,AF26,kdef/KDEF/AF26/AF26DIS.JPG,4,2
3499,AM15,kdef/KDEF/AM15/AM15ANS.JPG,4,1
3500,AM15,kdef/KDEF/AM15/AM15SAS.JPG,4,5
3512,AM15,kdef/KDEF/AM15/AM15SUS.JPG,4,6
3520,AM15,kdef/KDEF/AM15/AM15HAS.JPG,4,3
3525,AM15,kdef/KDEF/AM15/AM15DIS.JPG,4,2
3532,AM15,kdef/KDEF/AM15/AM15AFS.JPG,4,0
3539,BF34,kdef/KDEF/BF34/BF34SUS.JPG,4,6
3542,BF34,kdef/KDEF/BF34/BF34SAS.JPG,4,5
3549,BF34,kdef/KDEF/BF34/BF34AFS.JPG,4,0
3552,BF34,kdef/KDEF/BF34/BF34DIS.JPG,4,2
3559,BF34,kdef/KDEF/BF34/BF34ANS.JPG,4,1
3567,BF34,kdef/KDEF/BF34/BF34HAS.JPG,4,3
3569,BF11,kdef/KDEF/BF11/BF11HAS.JPG,4,3
3577,BF11,kdef/KDEF/BF11/BF11SUS.JPG,4,6
3585,BF11,kdef/KDEF/BF11/BF11ANS.JPG,4,1
3592,BF11,kdef/KDEF/BF11/BF11AFS.JPG,4,0
3593,BF11,kdef/KDEF/BF11/BF11DIS.JPG,4,2
3595,BF11,kdef/KDEF/BF11/BF11SAS.JPG,4,5
3613,AM21,kdef/KDEF/AM21/AM21SUS.JPG,4,6
3615,AM21,kdef/KDEF/AM21/AM21HAS.JPG,4,3
3616,AM21,kdef/KDEF/AM21/AM21ANS.JPG,4,1
3628,AM21,kdef/KDEF/AM21/AM21AFS.JPG,4,0
3633,AM21,kdef/KDEF/AM21/AM21DIS.JPG,4,2
3636,AM21,kdef/KDEF/AM21/AM21SAS.JPG,4,5
3647,AM05,kdef/KDEF/AM05/AM05SUS.JPG,4,6
3655,AM05,kdef/KDEF/AM05/AM05AFS.JPG,4,0
3656,AM05,kdef/KDEF/AM05/AM05SAS.JPG,4,5
3665,AM05,kdef/KDEF/AM05/AM05ANS.JPG,4,1
3669,AM05,kdef/KDEF/AM05/AM05DIS.JPG,4,2
3672,AM05,kdef/KDEF/AM05/AM05HAS.JPG,4,3
3677,AM35,kdef/KDEF/AM35/AM35AFS.JPG,4,0
3678,AM35,kdef/KDEF/AM35/AM35ANS.JPG,4,1
3679,AM35,kdef/KDEF/AM35/AM35HAS.JPG,4,3
3682,AM35,kdef/KDEF/AM35/AM35DIS.JPG,4,2
3696,AM35,kdef/KDEF/AM35/AM35SAS.JPG,4,5
3705,AM35,kdef/KDEF/AM35/AM35SUS.JPG,4,6
3708,AF17,kdef/KDEF/AF17/AF17AFS.JPG,4,0
3723,AF17,kdef/KDEF/AF17/AF17HAS.JPG,4,3
3731,AF17,kdef/KDEF/AF17/AF17DIS.JPG,4,2
3733,AF17,kdef/KDEF/AF17/AF17SUS.JPG,4,6
3737,AF17,kdef/KDEF/AF17/AF17SAS.JPG,4,5
3739,AF17,kdef/KDEF/AF17/AF17ANS.JPG,4,1
3743,BM03,kdef/KDEF/BM03/BM03SAS.JPG,4,5
3758,BM03,kdef/KDEF/BM03/BM03DIS.JPG,4,2
3759,BM03,kdef/KDEF/BM03/BM03AFS.JPG,4,0
3765,BM03,kdef/KDEF/BM03/BM03HAS.JPG,4,3
3768,BM03,kdef/KDEF/BM03/BM03ANS.JPG,4,1
3773,BM03,kdef/KDEF/BM03/BM03SUS.JPG,4,6
3778,AF24,kdef/KDEF/AF24/AF24SAS.JPG,4,5
3787,AF24,kdef/KDEF/AF24/AF24DIS.JPG,4,2
3791,AF24,kdef/KDEF/AF24/AF24ANS.JPG,4,1
3796,AF24,kdef/KDEF/AF24/AF24SUS.JPG,4,6
3800,AF24,kdef/KDEF/AF24/AF24AFS.JPG,4,0
3810,AF24,kdef/KDEF/AF24/AF24HAS.JPG,4,3
3821,BM20,kdef/KDEF/BM20/BM20HAS.JPG,4,3
3822,BM20,kdef/KDEF/BM20/BM20DIS.JPG,4,2
3831,BM20,kdef/KDEF/BM20/BM20SUS.JPG,4,6
3833,BM20,kdef/KDEF/BM20/BM20SAS.JPG,4,5
3838,BM20,kdef/KDEF/BM20/BM20ANS.JPG,4,1
3843,BM20,kdef/KDEF/BM20/BM20AFS.JPG,4,0
3848,AF33,kdef/KDEF/AF33/AF33DIS.JPG,4,2
3850,AF33,kdef/KDEF/AF33/AF33SAS.JPG,4,5
3856,AF33,kdef/KDEF/AF33/AF33AFS.JPG,4,0
3862,AF33,kdef/KDEF/AF33/AF33SUS.JPG,4,6
3868,AF33,kdef/KDEF/AF33/AF33ANS.JPG,4,1
3878,AF33,kdef/KDEF/AF33/AF33HAS.JPG,4,3
3883,AM29,kdef/KDEF/AM29/AM29HAS.JPG,4,3
3889,AM29,kdef/KDEF/AM29/AM29SUS.JPG,4,6
3901,AM29,kdef/KDEF/AM29/AM29DIS.JPG,4,2
3913,AM29,kdef/KDEF/AM29/AM29ANS.JPG,4,1
3914,AM29,kdef/KDEF/AM29/AM29AFS.JPG,4,0
3916,AM29,kdef/KDEF/AM29/AM29SAS.JPG,4,5
3922,AF05,kdef/KDEF/AF05/AF05AFS.JPG,4,0
3927,AF05,kdef/KDEF/AF05/AF05HAS.JPG,4,3
3930,AF05,kdef/KDEF/AF05/AF05SAS.JPG,4,5
3937,AF05,kdef/KDEF/AF05/AF05ANS.JPG,4,1
3938,AF05,kdef/KDEF/AF05/AF05DIS.JPG,4,2
3952,AF05,kdef/KDEF/AF05/AF05SUS.JPG,4,6
3957,BM34,kdef/KDEF/BM34/BM34DIS.JPG,4,2
3958,BM34,kdef/KDEF/BM34/BM34SUS.JPG,4,6
3965,BM34,kdef/KDEF/BM34/BM34SAS.JPG,4,5
3978,BM34,kdef/KDEF/BM34/BM34AFS.JPG,4,0
3986,BM34,kdef/KDEF/BM34/BM34ANS.JPG,4,1
3987,BM34,kdef/KDEF/BM34/BM34HAS.JPG,4,3
3988,AF18,kdef/KDEF/AF18/AF18SAS.JPG,4,5
3990,AF18,kdef/KDEF/AF18/AF18SUS.JPG,4,6
3999,AF18,kdef/KDEF/AF18/AF18AFS.JPG,4,0
4003,AF18,kdef/KDEF/AF18/AF18ANS.JPG,4,1
4006,AF18,kdef/KDEF/AF18/AF18HAS.JPG,4,3
4017,AF18,kdef/KDEF/AF18/AF18DIS.JPG,4,2
4032,BM26,kdef/KDEF/BM26/BM26SAS.JPG,4,5
4041,BM26,kdef/KDEF/BM26/BM26SUS.JPG,4,6
4043,BM26,kdef/KDEF/BM26/BM26DIS.JPG,4,2
4048,BM26,kdef/KDEF/BM26/BM26AFS.JPG,4,0
4052,BM26,kdef/KDEF/BM26/BM26ANS.JPG,4,1
4055,BM26,kdef/KDEF/BM26/BM26HAS.JPG,4,3
4069,BM23,kdef/KDEF/BM23/BM23ANS.JPG,4,1
4071,BM23,kdef/KDEF/BM23/BM23HAS.JPG,4,3
4072,BM23,kdef/KDEF/BM23/BM23SUS.JPG,4,6
4075,BM23,kdef/KDEF/BM23/BM23AFS.JPG,4,0
4079,BM23,kdef/KDEF/BM23/BM23SAS.JPG,4,5
4089,BM23,kdef/KDEF/BM23/BM23DIS.JPG,4,2
4097,BF27,kdef/KDEF/BF27/BF27HAS.JPG,4,3
4112,BF27,kdef/KDEF/BF27/BF27AFS.JPG,4,0
4113,BF27,kdef/KDEF/BF27/BF27ANS.JPG,4,1
4120,BF27,kdef/KDEF/BF27/BF27SAS.JPG,4,5
4123,BF27,kdef/KDEF/BF27/BF27DIS.JPG,4,2
4124,BF27,kdef/KDEF/BF27/BF27SUS.JPG,4,6
4132,AF25,kdef/KDEF/AF25/AF25AFS.JPG,4,0
4146,AF25,kdef/KDEF/AF25/AF25SUS.JPG,4,6
4147,AF25,kdef/KDEF/AF25/AF25SAS.JPG,4,5
4148,AF25,kdef/KDEF/AF25/AF25DIS.JPG,4,2
4154,AF25,kdef/KDEF/AF25/AF25ANS.JPG,4,1
4161,AF25,kdef/KDEF/AF25/AF25HAS.JPG,4,3
4165,BM31,kdef/KDEF/BM31/BM31ANS.JPG,4,1
4170,BM31,kdef/KDEF/BM31/BM31SUS.JPG,4,6
4172,BM31,kdef/KDEF/BM31/BM31DIS.JPG,4,2
4175,BM31,kdef/KDEF/BM31/BM31SAS.JPG,4,5
4191,BM31,kdef/KDEF/BM31/BM31HAS.JPG,4,3
4196,BM31,kdef/KDEF/BM31/BM31AFS.JPG,4,0
4198,AM32,kdef/KDEF/AM32/AM32SUS.JPG,4,6
4205,AM32,kdef/KDEF/AM32/AM32AFS.JPG,4,0
4212,AM32,kdef/KDEF/AM32/AM32DIS.JPG,4,2
4214,AM32,kdef/KDEF/AM32/AM32HAS.JPG,4,3
4216,AM32,kdef/KDEF/AM32/AM32SAS.JPG,4,5
4222,AM32,kdef/KDEF/AM32/AM32ANS.JPG,4,1
4238,AF02,kdef/KDEF/AF02/AF02HAS.JPG,4,3
4242,AF02,kdef/KDEF/AF02/AF02SUS.JPG,4,6
4250,AF02,kdef/KDEF/AF02/AF02SAS.JPG,4,5
4254,AF02,kdef/KDEF/AF02/AF02DIS.JPG,4,2
4255,AF02,kdef/KDEF/AF02/AF02AFS.JPG,4,0
4258,AF02,kdef/KDEF/AF02/AF02ANS.JPG,4,1
4277,AF03,kdef/KDEF/AF03/AF03HAS.JPG,4,3
4279,AF03,kdef/KDEF/AF03/AF03ANS.JPG,4,1
4289,AF03,kdef/KDEF/AF03/AF03SAS.JPG,4,5
4291,AF03,kdef/KDEF/AF03/AF03SUS.JPG,4,6
4292,AF03,kdef/KDEF/AF03/AF03DIS.JPG,4,2
4302,AF03,kdef/KDEF/AF03/AF03AFS.JPG,4,0
4308,AM03,kdef/KDEF/AM03/AM03HAS.JPG,4,3
4313,AM03,kdef/KDEF/AM03/AM03ANS.JPG,4,1
4320,AM03,kdef/KDEF/AM03/AM03SUS.JPG,4,6
4327,AM03,kdef/KDEF/AM03/AM03SAS.JPG,4,5
4331,AM03,kdef/KDEF/AM03/AM03AFS.JPG,4,0
4337,AM03,kdef/KDEF/AM03/AM03DIS.JPG,4,2
4345,AF15,kdef/KDEF/AF15/AF15DIS.JPG,4,2
4356,AF15,kdef/KDEF/AF15/AF15AFS.JPG,4,0
4357,AF15,kdef/KDEF/AF15/AF15ANS.JPG,4,1
4361,AF15,kdef/KDEF/AF15/AF15SAS.JPG,4,5
4363,AF15,kdef/KDEF/AF15/AF15HAS.JPG,4,3
4365,AF15,kdef/KDEF/AF15/AF15SUS.JPG,4,6
4381,AF07,kdef/KDEF/AF07/AF07DIS.JPG,4,2
4386,AF07,kdef/KDEF/AF07/AF07SAS.JPG,4,5
4393,AF07,kdef/KDEF/AF07/AF07ANS.JPG,4,1
4398,AF07,kdef/KDEF/AF07/AF07SUS.JPG,4,6
4403,AF07,kdef/KDEF/AF07/AF07AFS.JPG,4,0
4405,AF07,kdef/KDEF/AF07/AF07HAS.JPG,4,3
4411,AM20,kdef/KDEF/AM20/AM20HAS.JPG,4,3
4413,AM20,kdef/KDEF/AM20/AM20SUS.JPG,4,6
4416,AM20,kdef/KDEF/AM20/AM20SAS.JPG,4,5
4429,AM20,kdef/KDEF/AM20/AM20DIS.JPG,4,2
4438,AM20,kdef/KDEF/AM20/AM20ANS.JPG,4,1
4441,AM20,kdef/KDEF/AM20/AM20AFS.JPG,4,0
4457,AM04,kdef/KDEF/AM04/AM04DIS.JPG,4,2
4460,AM04,kdef/KDEF/AM04/AM04SAS.JPG,4,5
4461,AM04,kdef/KDEF/AM04/AM04ANS.JPG,4,1
4470,AM04,kdef/KDEF/AM04/AM04SUS.JPG,4,6
4472,AM04,kdef/KDEF/AM04/AM04AFS.JPG,4,0
4477,AM04,kdef/KDEF/AM04/AM04HAS.JPG,4,3
4480,BF16,kdef/KDEF/BF16/BF16DIS.JPG,4,2
4483,BF16,kdef/KDEF/BF16/BF16HAS.JPG,4,3
4488,BF16,kdef/KDEF/BF16/BF16ANS.JPG,4,1
4490,BF16,kdef/KDEF/BF16/BF16AFS.JPG,4,0
4497,BF16,kdef/KDEF/BF16/BF16SUS.JPG,4,6
4512,BF16,kdef/KDEF/BF16/BF16SAS.JPG,4,5
4515,AM34,kdef/KDEF/AM34/AM34DIS.JPG,4,2
4517,AM34,kdef/KDEF/AM34/AM34SAS.JPG,4,5
4518,AM34,kdef/KDEF/AM34/AM34AFS.JPG,4,0
4525,AM34,kdef/KDEF/AM34/AM34HAS.JPG,4,3
4526,AM34,kdef/KDEF/AM34/AM34SUS.JPG,4,6
4527,AM34,kdef/KDEF/AM34/AM34ANS.JPG,4,1
4558,AM06,kdef/KDEF/AM06/AM06SUS.JPG,4,6
4559,AM06,kdef/KDEF/AM06/AM06AFS.JPG,4,0
4568,AM06,kdef/KDEF/AM06/AM06DIS.JPG,4,2
4573,AM06,kdef/KDEF/AM06/AM06SAS.JPG,4,5
4579,AM06,kdef/KDEF/AM06/AM06HAS.JPG,4,3
4580,AM06,kdef/KDEF/AM06/AM06ANS.JPG,4,1
4586,AF16,kdef/KDEF/AF16/AF16HAS.JPG,4,3
4587,AF16,kdef/KDEF/AF16/AF16AFS.JPG,4,0
4594,AF16,kdef/KDEF/AF16/AF16SUS.JPG,4,6
4599,AF16,kdef/KDEF/AF16/AF16SAS.JPG,4,5
4604,AF16,kdef/KDEF/AF16/AF16ANS.JPG,4,1
4609,AF16,kdef/KDEF/AF16/AF16DIS.JPG,4,2
4624,AF32,kdef/KDEF/AF32/AF32SUS.JPG,4,6
4625,AF32,kdef/KDEF/AF32/AF32DIS.JPG,4,2
4630,AF32,kdef/KDEF/AF32/AF32SAS.JPG,4,5
4632,AF32,kdef/KDEF/AF32/AF32ANS.JPG,4,1
4643,AF32,kdef/KDEF/AF32/AF32HAS.JPG,4,3
4648,AF32,kdef/KDEF/AF32/AF32AFS.JPG,4,0
4656,BF33,kdef/KDEF/BF33/BF33SAS.JPG,4,5
4657,BF33,kdef/KDEF/BF33/BF33DIS.JPG,4,2
4659,BF33,kdef/KDEF/BF33/BF33SUS.JPG,4,6
4673,BF33,kdef/KDEF/BF33/BF33ANS.JPG,4,1
4682,BF33,kdef/KDEF/BF33/BF33AFS.JPG,4,0
